Web Link,Organisation ID,URN,LAESTAB,School name,Region,Ofsted region,Local authority,Parliamentary constituency,Postcode,Type of education,Phase of education,Sixth form,Predecessor URN,Number of warning notices issued in 2017/18 academic year,Total number of pupils,Deprivation index,Inspection number,Inspection start date,Inspection end date,Publication date,Inspection type,Inspection type grouping,Event type grouping,Overall effectiveness,Category of concern,Outcomes for pupils,"Quality of teaching, learning and assessment",Effectiveness of leadership and management,"Personal development, behaviour and welfare",Early years provision (where applicable),16 - 19 study programmes,Previous inspection number,Previous inspection start date,Previous inspection end date,Previous publication date,Previous overall effectiveness,Previous category of concern,Previous outcomes for pupils,"Previous quality of teaching, learning and assessment",Previous effectiveness of leadership and management,"Previous personal development, behaviour and welfare",Previous early years provision (where applicable),Previous 16 - 19 study programmes,Provider open date - QA,Provider open reason - QA,Provider closed date - QA,Provider closed reason - QA,OB number on Roll,Withdrawn date,Previous withdrawn date
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123106,1125110,123106,9313120,Aston and Cote Church of England Primary School,South East,South East,Oxfordshire,Witney,OX18 2DU,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,136,1,ITS446904,26/06/2014,27/06/2014,21/07/2014,Section 8 Inspection due to Parental Complaint,Section 8 deemed section 5 (excluding short inspections),Schools - S8 deemed S5,2,,2,2,2,9,9,9,ITS340281,12/07/2010,13/07/2010,08/09/2010,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123116,1125599,123116,9313142,Combe Church of England Primary School,South East,South East,Oxfordshire,Witney,OX29 8NQ,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,110,1,ITS314502,29/04/2008,29/04/2008,15/05/2008,Section 5 RTI Historic,Section 5 RTI Historic,Schools - S5,1,,1,1,1,9,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/141111,1181939,141111,9314008,UTC Oxfordshire,South East,South East,Oxfordshire,Wantage,OX11 6BZ,University Technical College,Secondary,Has a sixth form,NULL,,252,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/09/2015,New Provision,NULL,Unknown,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123001,1107838,123001,9312103,Enstone Primary School,South East,South East,Oxfordshire,Witney,OX7 4LP,Community School,Primary,Does not have a sixth form,NULL,,105,1,ITS412502,18/06/2013,19/06/2013,10/07/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS340255,05/10/2009,06/10/2009,05/03/2010,1,,1,2,1,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143969,1252371,143969,9312452,Chalgrove Community Primary School,South East,South East,Oxfordshire,Henley,OX44 7ST,Academy Converter,Primary,Does not have a sixth form,123029,,203,1,ITS388258,26/06/2012,27/06/2012,16/07/2012,Special Measures Historic,Section 8 deemed section 5 (excluding short inspections),Schools - S8 deemed S5,2,,2,2,2,9,8,9,ITS359348,07/02/2011,08/02/2011,24/03/2011,4,SM,4,4,4,9,4,9,01/03/2017,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123047,1119343,123047,9312527,Windmill Primary School,South East,South East,Oxfordshire,Oxford East,OX3 8NG,Community School,Primary,Does not have a sixth form,NULL,,600,3,ITS449764,24/06/2015,25/06/2015,16/07/2015,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,1,9,ITS340267,22/03/2010,23/03/2010,26/04/2010,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139777,1147171,139777,9312008,Tyndale Community School,South East,South East,Oxfordshire,Oxford East,OX4 2JX,Free School,Primary,Does not have a sixth form,NULL,,230,4,ITS450048,23/06/2015,24/06/2015,17/07/2015,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,02/09/2013,New Provision,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137992,1144566,137992,9312561,Faringdon Infant School,South East,South East,Oxfordshire,Wantage,SN7 8AH,Academy Converter,Primary,Does not have a sixth form,123060,,296,3,ITS406692,21/02/2013,22/02/2013,15/03/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS359353,07/02/2011,08/02/2011,07/03/2011,3,,3,3,3,9,2,9,01/04/2012,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123041,1118241,123041,9312512,Valley Road School,South East,South East,Oxfordshire,Henley,RG9 1RR,Community School,Primary,Does not have a sixth form,NULL,,226,1,ITS380579,23/02/2012,24/02/2012,15/03/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,8,9,ITS292567,29/06/2007,29/06/2007,19/07/2007,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123344,1130222,123344,9317029,Bardwell School,South East,South East,Oxfordshire,Banbury,OX26 4RZ,Community Special School,Special,Has a sixth form,NULL,,70,2,ITS431041,05/03/2014,06/03/2014,29/03/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS380639,07/03/2012,08/03/2012,30/03/2012,3,,3,3,3,9,8,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123046,1107523,123046,9312525,East Oxford Primary School,South East,South East,Oxfordshire,Oxford East,OX4 1JP,Community School,Primary,Does not have a sixth form,NULL,,323,4,ITS453547,25/02/2015,26/02/2015,20/03/2015,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,9,2,9,ITS406133,28/02/2013,01/03/2013,22/03/2013,3,,3,3,3,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123034,1104039,123034,9312463,Barley Hill Primary School,South East,South East,Oxfordshire,Henley,OX9 3DH,Community School,Primary,Does not have a sixth form,NULL,,447,1,ITS462387,28/04/2015,29/04/2015,21/05/2015,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,9,2,9,ITS413113,02/05/2013,03/05/2013,03/06/2013,3,,3,3,3,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/141727,1147414,141727,9311106,Meadowbrook College,South East,South East,Oxfordshire,Oxford East,OX3 0PG,Academy Alternative Provision Converter,PRU,Not applicable,133776,,46,NULL,ITS381562,10/05/2012,11/05/2012,01/06/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS328763,26/02/2009,27/02/2009,19/03/2009,2,,2,2,2,9,9,9,01/02/2015,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142409,1212882,142409,9312019,William Morris Primary School,South East,South East,Oxfordshire,Banbury,OX16 0UZ,Academy Sponsor Led,Primary,Does not have a sixth form,NULL,,146,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/02/2016,New Provision,NULL,Unknown,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139985,1145527,139985,9312593,Pegasus School,South East,South East,Oxfordshire,Oxford East,OX4 6RQ,Academy Converter,Primary,Does not have a sixth form,123078,,491,5,ITS413185,27/06/2013,28/06/2013,19/07/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,1,9,9,9,ITS340273,08/02/2010,09/02/2010,12/03/2010,2,,2,2,1,9,2,9,01/08/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/122994,1113786,122994,9312055,Orchard Fields Community School,South East,South East,Oxfordshire,Banbury,OX16 0QT,Community School,Primary,Does not have a sixth form,NULL,,374,4,ITS449259,10/09/2014,11/09/2014,02/10/2014,Serious Weaknesses S5 Reinspection,Serious Weaknesses S5 Reinspection,Schools - S5,2,,2,2,2,9,2,9,ITS408899,03/07/2013,04/07/2013,17/09/2013,4,SWK,3,3,3,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123022,1116828,123022,9312353,Stonesfield School,South East,South East,Oxfordshire,Witney,OX29 8PU,Community School,Primary,Does not have a sixth form,NULL,,131,1,10037823,05/12/2017,06/12/2017,19/01/2018,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,2,2,9,ITS399712,15/01/2013,16/01/2013,22/03/2013,2,,2,2,2,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123049,1115242,123049,9312531,Rose Hill Primary School,South East,South East,Oxfordshire,Oxford East,OX4 4SF,Community School,Primary,Does not have a sixth form,NULL,,321,5,10041306,17/10/2017,18/10/2017,13/11/2017,Schools into Special Measures Visit 2,Section 8 deemed section 5 (excluding short inspections),Schools - S8 deemed S5,3,,3,3,2,2,2,9,10007324,17/11/2015,18/11/2015,28/01/2016,4,SM,4,4,4,4,4,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/122999,1109341,122999,9312060,Hardwick Primary School,South East,South East,Oxfordshire,Banbury,OX16 1XE,Community School,Primary,Does not have a sixth form,NULL,,194,3,ITS380565,22/09/2011,23/09/2011,14/10/2011,Notice to Improve S5 ReInspection Historic,Notice to Improve S5 ReInspection Historic,Schools - S5,2,,2,2,2,9,2,9,ITS359341,21/09/2010,22/09/2010,09/11/2010,4,NTI,4,3,3,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123037,1113115,123037,9312504,Nettlebed Community School,South East,South East,Oxfordshire,Henley,RG9 5DA,Community School,Primary,Does not have a sixth form,NULL,,129,1,ITS380577,13/10/2011,14/10/2011,07/11/2011,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,1,9,ITS292564,11/07/2007,12/07/2007,06/09/2007,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139146,1144210,139146,9314120,Cheney School,South East,South East,Oxfordshire,Oxford East,OX3 7QH,Academy Converter,Secondary,Has a sixth form,123253,,1436,3,ITS449710,28/01/2015,29/01/2015,26/02/2015,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,2,ITS354524,25/05/2010,26/05/2010,24/06/2010,2,,2,2,2,9,9,2,01/01/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142645,1231554,142645,9312250,Brize Norton Primary School,South East,South East,Oxfordshire,Witney,OX18 3PL,Academy Converter,Primary,Does not have a sixth form,123013,,117,2,ITS403503,26/02/2013,27/02/2013,20/03/2013,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,9,9,ITS292557,18/10/2007,18/10/2007,08/11/2007,2,,2,2,2,9,2,9,01/03/2016,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137993,1144565,137993,9314141,Faringdon Community College,South East,South East,Oxfordshire,Wantage,SN7 7LB,Academy Converter,Secondary,Has a sixth form,123262,,1180,1,ITS314558,08/05/2008,09/05/2008,05/06/2008,S5 Inspection,S5 Inspection,Schools - S5,1,,1,2,1,9,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/04/2012,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123337,1131131,123337,9317017,Oxfordshire Hospital School,South East,South East,Oxfordshire,Oxford East,OX3 0PJ,Community Special School,Special,Has a sixth form,NULL,,0,NULL,10038597,06/07/2017,07/07/2017,15/09/2017,Schools into Special Measures Visit 1,Section 8 deemed section 5 (excluding short inspections),Schools - S8 deemed S5,1,,1,1,1,1,1,1,10003678,06/10/2016,07/10/2016,24/11/2016,4,SM,1,1,4,4,1,1,NULL,Not applicable,NULL,Academy Converter,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137140,1145069,137140,9314142,King Alfred's,South East,South East,Oxfordshire,Wantage,OX12 9BY,Academy Converter,Secondary,Has a sixth form,123263,,1820,1,ITS359406,10/02/2011,11/02/2011,07/03/2011,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,9,2,ITS314559,06/11/2007,07/11/2007,26/11/2007,2,,2,2,2,9,9,2,01/08/2011,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143951,1252372,143951,9312020,New Marston Primary School,South East,South East,Oxfordshire,Oxford East,OX3 0AY,Academy Sponsor Led,Primary,Does not have a sixth form,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/02/2017,New Provision,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142104,1145264,142104,9314128,Matthew Arnold School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX2 9JE,Academy Converter,Secondary,Has a sixth form,123258,,1061,1,ITS403522,19/02/2013,20/02/2013,13/03/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS314556,13/02/2008,13/02/2008,06/03/2008,2,,2,2,2,9,9,1,01/08/2015,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139322,1147481,139322,9317027,Fitzwaryn School,South East,South East,Oxfordshire,Wantage,OX12 9ET,Academy Special Converter,Special,Has a sixth form,123342,,92,2,ITS448150,15/10/2014,16/10/2014,10/11/2014,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,1,1,ITS327884,16/10/2008,17/10/2008,10/11/2008,1,,1,1,1,9,1,2,01/02/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142728,1233099,142728,9312607,Southwold County Primary School,South East,South East,Oxfordshire,Banbury,OX26 3UU,Academy Converter,Primary,Does not have a sixth form,123089,,360,1,ITS449022,22/10/2014,23/10/2014,22/11/2014,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,3,,3,3,3,9,3,9,ITS406138,24/10/2012,25/10/2012,14/11/2012,3,,3,3,3,9,9,9,01/04/2016,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123009,1119012,123009,9312208,Whitchurch Primary School,South East,South East,Oxfordshire,Henley,RG8 7EJ,Community School,Primary,Does not have a sixth form,NULL,,134,1,ITS327828,05/06/2009,05/06/2009,26/06/2009,Section 5 RTI Historic,Section 5 RTI Historic,Schools - S5,1,,1,1,1,9,1,9,ITS281380,13/07/2006,14/07/2006,08/09/2006,2,,2,2,2,9,1,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142449,1221159,142449,9312303,Tower Hill Community Primary School,South East,South East,Oxfordshire,Witney,OX28 6NB,Academy Converter,Primary,Does not have a sixth form,123019,,232,3,ITS442473,07/05/2014,08/05/2014,05/06/2014,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,9,9,9,ITS402125,13/11/2012,14/11/2012,05/12/2012,3,,3,3,2,9,9,9,01/11/2015,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142024,1139000,142024,9314011,The Bicester School,South East,South East,Oxfordshire,Banbury,OX26 2NS,Academy Sponsor Led,Secondary,Has a sixth form,NULL,,909,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/08/2015,New Provision,NULL,Unknown,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137910,1144764,137910,9313837,Hanwell Fields Community School,South East,South East,Oxfordshire,Banbury,OX16 1ER,Academy Converter,Primary,Not applicable,134033,,396,3,ITS462388,13/05/2015,14/05/2015,08/06/2015,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,9,2,9,ITS412131,02/05/2013,03/05/2013,03/06/2013,3,,3,3,3,9,9,9,01/03/2012,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/140279,1144235,140279,9312596,Cholsey Primary School,South East,South East,Oxfordshire,Wantage,OX10 9PP,Academy Converter,Primary,Does not have a sixth form,123081,,294,1,ITS359360,21/03/2011,22/03/2011,27/04/2011,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS314485,10/03/2008,11/03/2008,01/04/2008,3,,3,3,3,9,3,9,01/11/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123057,1106214,123057,9312555,Chilton County Primary School,South East,South East,Oxfordshire,Wantage,OX11 0PQ,Community School,Primary,Does not have a sixth form,NULL,,242,1,ITS327841,14/07/2009,14/07/2009,07/09/2009,Section 5 RTI Historic,Section 5 RTI Historic,Schools - S5,1,,1,1,1,9,2,9,ITS281394,04/05/2006,05/05/2006,23/05/2006,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138269,1147033,138269,9314002,Europa School UK,South East,South East,Oxfordshire,Henley,OX14 3DZ,Free School,Secondary,Has a sixth form,NULL,,449,1,ITS426386,18/06/2014,19/06/2014,09/09/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,04/09/2012,New Provision,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123042,1103947,123042,9312513,Badgemore Primary School,South East,South East,Oxfordshire,Henley,RG9 2HL,Community School,Primary,Does not have a sixth form,NULL,,112,2,ITS462385,18/06/2015,19/06/2015,10/07/2015,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,9,2,9,ITS424605,20/06/2013,21/06/2013,12/07/2013,3,,3,3,3,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/136261,1140126,136261,9316907,Oxford Spires Academy,South East,South East,Oxfordshire,Oxford East,OX4 2AU,Academy Sponsor Led,Secondary,Has a sixth form,NULL,,991,4,ITS399829,09/07/2013,10/07/2013,09/09/2013,Academy First Section 5,Academy First Section 5,Schools - S5,2,,2,2,2,9,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/01/2011,New Provision,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139312,1147550,139312,9317018,The Iffley Academy,South East,South East,Oxfordshire,Oxford East,OX4 4DU,Academy Special Converter,Special,Has a sixth form,123338,,138,3,ITS448047,10/12/2014,11/12/2014,12/01/2015,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,9,1,ITS359414,24/11/2010,25/11/2010,16/12/2010,2,,2,2,2,9,9,3,01/02/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138762,1145974,138762,9314129,St Birinus School,South East,South East,Oxfordshire,Wantage,OX11 8AZ,Academy Converter,Secondary,Has a sixth form,123259,,987,1,ITS380631,25/01/2012,26/01/2012,22/02/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS327879,24/03/2009,25/03/2009,27/04/2009,2,,2,2,2,9,9,2,01/09/2012,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137970,1146435,137970,9314116,The Cherwell School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX2 7EE,Academy Converter,Secondary,Has a sixth form,123251,,1856,2,ITS314553,29/01/2008,29/01/2008,15/02/2008,Section 5 RTI Historic,Section 5 RTI Historic,Schools - S5,1,,1,1,1,9,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/04/2012,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139770,1146893,139770,9313912,Willowcroft Community School ,South East,South East,Oxfordshire,Wantage,OX11 8BA,Academy Converter,Primary,Does not have a sixth form,135159,,444,3,ITS449979,24/03/2015,25/03/2015,27/04/2015,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS345587,10/03/2010,11/03/2010,01/04/2010,2,,2,2,2,9,2,9,01/06/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139079,1143741,139079,9317000,Kingfisher School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX14 3RR,Academy Special Sponsor Led,Special,Has a sixth form,NULL,,79,2,ITS447823,12/11/2014,13/11/2014,04/12/2014,Academy First Section 5,Academy First Section 5,Schools - S5,2,,2,2,2,9,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/02/2013,New Provision,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142191,1182363,142191,9313302,Bishop Carpenter Church of England Aided Primary School,South East,South East,Oxfordshire,Banbury,OX15 6AQ,Academy Converter,Primary,Does not have a sixth form,123180,,108,2,ITS380616,01/12/2011,02/12/2011,04/01/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS327866,26/02/2009,26/02/2009,18/03/2009,3,,3,3,3,9,3,9,01/08/2015,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/140307,1145017,140307,9313230,John Blandy Primary School,South East,South East,Oxfordshire,Wantage,OX13 5DJ,Academy Converter,Primary,Does not have a sixth form,123150,,187,1,10019826,29/11/2016,30/11/2016,11/01/2017,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,2,2,9,ITS426611,22/10/2013,23/10/2013,18/11/2013,3,,3,3,3,9,9,9,01/11/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123346,1131075,123346,9317031,Northfield School,South East,South East,Oxfordshire,Oxford East,OX4 6DQ,Community Special School,Special,Not applicable,NULL,,55,3,ITS462381,14/05/2015,15/05/2015,08/06/2015,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,9,9,9,ITS406153,15/05/2013,16/05/2013,10/06/2013,3,,3,3,3,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/122969,1137521,122969,9311010,Grandpont Nursery School,South East,South East,Oxfordshire,Oxford East,OX1 4QH,LA Nursery School,Nursery,Not applicable,NULL,,84,NULL,10012612,03/05/2017,04/05/2017,19/06/2017,Maintained Academy and School Short inspection,Short inspection � converted,Schools - Short inspection Conversion,2,,2,2,2,1,9,9,ITS402121,19/03/2013,20/03/2013,22/04/2013,1,,1,1,1,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142384,1212540,142384,9312534,Wolvercote Primary School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX2 8AQ,Academy Converter,Primary,Does not have a sixth form,123051,,297,1,ITS403505,11/12/2012,12/12/2012,14/01/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,1,9,9,9,ITS314468,21/01/2008,22/01/2008,11/02/2008,2,,2,2,2,9,2,9,01/11/2015,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139477,1145478,139477,9313836,Our Lady's Catholic Primary School,South East,South East,Oxfordshire,Oxford East,OX4 2LF,Academy Converter,Primary,Does not have a sixth form,123215,,307,4,10032852,03/05/2017,04/05/2017,31/05/2017,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,2,2,9,ITS453550,17/03/2015,18/03/2015,20/04/2015,3,,3,3,3,9,3,9,01/04/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142863,1237361,142863,9314012,Bicester Technology Studio,South East,South East,Oxfordshire,Banbury,OX26 2NS,Studio School,Secondary,Has a sixth form,NULL,,82,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/09/2016,Unknown,NULL,Unknown,NULL,NULL,NULL
